1,-0.00057064,-1.1247,-1.3219,-0.68624,1.7245,0.18272,-1.4185,0.48701,1.3089,-1.9801
1,-0.78319,0.26976,0.27783,-1.141,0.79715,1.6197,0.76064,-0.012948,0.073204,-0.26671
2,2.6046,-0.70421,0.89559,-0.45463,0.83893,-0.66317,4.3002,-0.85965,0.29725,1.209
3,1.5899,2.8147,-0.62681,2.2015,-3.0254,-1.2975,0.042172,-0.78158,-0.61353,-0.7514
3,1.5799,2.2543,-2.0398,1.4182,-2.6847,-1.0161,-0.30154,-0.43201,-2.0607,1.7674
1,0.75792,0.42103,0.9008,1.2553,1.8281,-0.23325,2.8566,0.87073,-1.2314,-0.33988
1,-0.98232,-0.64989,-2.1467,1.2999,-0.91986,0.044287,0.15113,-0.030212,0.89287,-0.097402
3,2.2752,3.3607,-0.79255,2.6356,-0.48525,-1.9273,0.52332,1.6475,-1.1047,0.21923
3,0.68736,3.7315,-1.7198,2.4989,-2.7477,-1.4015,0.02669,-0.34841,-1.5611,-0.91056
3,1.5555,3.7922,0.77978,2.5089,-0.72797,-0.93458,0.059005,-1.1128,-2.0724,0.35943
1,0.56176,0.4028,-1.4717,1.0604,2.3842,0.84166,-0.54871,-0.53931,0.96649,-3.4163
2,3.3874,0.99261,-0.41897,-0.14797,1.2849,-0.95687,1.1156,0.41844,0.38406,2.5214
2,1.1214,-0.28675,-0.35861,0.90887,1.5485,-0.45285,0.71371,-1.3868,0.40078,1.4727
1,-0.66729,-1.1334,0.17894,0.40068,1.9874,-0.21344,1.0699,-0.29995,1.0701,-0.5818
1,-1.0513,-2.3082,1.0601,1.0091,0.53535,0.41031,0.20837,-2.0765,-0.22936,-0.32747
3,0.43088,3.4768,-1.7029,-0.28775,-0.63106,-1.139,-0.26662,0.6414,-2.8705,-1.508
1,0.30413,-0.95042,-0.31633,0.83828,1.1058,1.8949,-1.5093,0.53849,0.31503,-2.7894
3,4.0954,5.3238,-0.21436,2.6141,-0.89441,-0.17599,0.83685,0.73817,-1.9716,-0.39285
3,1.8421,3.077,-0.49915,3.0529,-1.4198,-0.85524,2.103,0.38715,-2.0486,0.23749
2,4.2353,1.2626,0.020604,-1.2701,-1.5466,0.97493,1.6464,-0.45255,0.45749,-0.71945
3,1.1526,1.5135,0.40775,3.9045,-2.5689,-0.22396,1.2039,-1.7224,0.28388,-1.454
2,4.146,-3.0256,-1.2955,0.72372,0.2111,-2.0369,3.4523,0.3022,0.93317,0.090135
1,-1.9466,-1.4658,-0.54764,0.38531,1.372,2.7085,-0.963,-0.81679,1.0557,-2.0116
3,0.5244,2.5393,-0.99332,1.987,-1.3793,-2.274,-0.071367,0.98569,-1.4027,-0.40224
3,1.3626,3.5335,-0.60349,2.2806,-2.2477,-1.237,1.289,0.77717,1.5622,-0.8682
1,-1.6564,-0.77308,-1.8485,-0.28473,2.9501,-0.89458,0.19373,-0.64541,1.9265,-1.1282
2,1.5807,0.32704,-0.84351,1.0198,0.2235,-1.0562,1.3859,-0.41068,0.48067,0.25221
2,2.9662,0.3881,-1.8529,-0.6434,2.6119,0.4212,4.0277,1.0258,0.60187,-1.0547
1,-1.8065,-1.7364,-1.0419,0.31286,1.7412,1.1713,-0.85249,-0.051801,2.0871,-2.0834
1,-0.36454,-0.24017,-0.44756,1.0406,1.278,-1.0264,-0.22119,-1.5315,0.87486,-1.1541
1,-0.94395,-3.0269,1.4752,0.19029,-1.1391,0.57322,-0.53312,-0.50751,3.5338,-0.77363
3,1.0631,3.2085,-0.29998,1.8809,-1.5656,-0.43837,-0.65143,-0.49404,0.029437,-0.6004
2,2.0128,-1.7579,-0.062812,0.50154,2.6783,-0.04968,1.3195,-1.292,0.11858,2.0154
