X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
-0.18401750459602817,0.810393915617357,-0.12593432494567725,0.6682889992859125,-0.629104079432715,0.7368406405718155,-0.7777800705644131,-0.5067891848844417,0.9317992374550406,-0.41786109766979096,-2.8275690890456815
-0.13511947628571241,-0.9228303540160698,-0.05151731239432977,0.7468167600596256,-0.4250249002138098,-0.036328920623836636,-0.42222034405967146,-0.8997410169385125,0.8103198389266211,-0.9134425356075717,-7.09219198753024
0.4579487433717413,-0.0917307327732877,-0.8222461907128884,0.7494423456087902,-0.7728203505522977,0.4378564679591641,0.09595050655806459,0.3091226301076033,0.2790864782195488,0.7549409861220544,0.724669595676374
-0.014383558332703217,-0.6921472259481409,-0.2277847581704444,-0.1108516988675543,-0.232915282983285,-0.9488116833422748,-0.3597097735669321,-0.4082742215664119,0.4335393362884201,-0.4333042539397769,-32.375096380234574
0.30817921261652237,0.40151171507005,0.3298530175817793,0.7371095488037207,-0.24746933077894173,-0.8044069805900083,-0.7007716626644813,-0.4179786655202191,-0.3508001708756818,-0.010337840937744813,6.186433789431057
0.17256197890907643,-0.7330997327994397,0.8739907064533277,-0.8638891026707207,-0.8185774500521397,0.8010097513799941,-0.6367343146726454,-0.600898812077741,0.007763763285402403,0.2869982943329563,-5.429911087343327
-0.5331118463996274,0.9259384316568311,-0.4436088022381628,0.313409795949142,-0.8974162071974057,0.48340614387247394,0.7430698894400614,0.5260781753060455,0.8099746867569442,-0.5307712993685212,-1.4786485808395247
0.2527161704186107,0.12134004634862672,0.4676592759410776,0.9986107860079634,-0.059350720548054126,-0.9967204166542691,0.5314901548311797,-0.3749730645734273,-0.39247502234220355,0.6991351499135354,5.408518429373957
0.26474764102804604,-0.09176843389294098,-0.4094675528975822,-0.6581412203905845,0.8785926984304366,-0.09445629557739443,0.3070428924206392,0.07077449466626917,-0.11336240474974835,-0.5063044009243045,-0.5660958851123985
0.3974031094728272,-0.8107661816314491,-0.34098514980561956,0.7641157227414535,-0.66954729350354,0.37456522350866606,-0.5716313936708246,0.24350046089018962,-0.36526804630109355,-0.8857698507090772,-12.070782430337617
-0.16298399064064717,-0.23460545743918848,0.2861270182434288,-0.3511931195655642,0.336379180536009,0.33060726892234893,0.5821839416172092,-0.3833368745903458,-0.7088457097713428,0.04981113588490649,-4.957698532646812
0.7624573657541891,-0.4283237439287919,-0.3322099766098696,0.7502622461406898,-0.08032693620943587,0.509771854235739,0.6629586638097642,0.25216127947956135,-0.6206809533627549,0.4599559415853396,8.119626597728862
-0.9849458955365407,-0.779742304994409,-0.5854449329839542,0.19063805704302617,-0.6889645913186111,0.040000309921406796,-0.07172607927160124,0.4746097464985388,-0.6166273976269245,0.7594174592497003,-13.706730769112381
-0.8339450714805055,-0.6757195519814514,0.23455137496322065,-0.3862467613319891,0.8333486491339421,0.8487354395950559,0.049047104932212315,0.05922835371232704,0.7688632337769079,-0.16183615316431466,6.529455996387078
0.3520600705135053,-0.15478325309665708,-0.47698945395257897,-0.3942497735008246,0.11979462357995385,0.451114062658192,0.9977952193332837,-0.7502040998720834,0.17304614487026226,-0.4226640759279834,-5.86800818193717
0.07727346596324569,-0.9203953111867837,0.1811697294258523,-0.012855725664264961,0.4843307956776568,-0.0974074265524405,0.38118119769255276,-0.24902204426116148,-0.43005733006013314,-0.8729072381877383,2.3327252795828333
-0.6071871938131708,0.41356306980524793,0.5528476196549392,-0.7716255079404408,-0.2768452093456466,0.7525462267177743,-0.8960152281934035,-0.6306493382960932,-0.02847482789397371,0.43655835181703684,-1.3681377842947102
-0.5088441693291665,0.5837795132663823,0.9792951608112472,-0.7355746910737406,-0.3932012905356681,0.7135297622189947,-0.3635382980995099,0.21079604028746535,0.35547208789822493,-0.30548095749318205,0.04577840252138722
0.9737809110752804,0.9290353320512466,0.29584623957229583,0.07905007645164397,-0.8516032016565802,0.7993639034784259,0.7999844945580217,-0.9459185692193341,-0.5925595260213348,0.03244597547635153,5.942189367971233
0.30590382638393954,-0.6675831997738317,0.7616489015040537,-0.8697515488768794,0.046111376591932096,0.22592514744622516,-0.5598018929120632,0.22522528059695857,0.0877967037488614,0.4361146199095376,4.249930979628646
-0.18850177160179737,-0.8486445457579364,-0.021146282612786838,-0.9284264214871392,0.4272206038257571,0.4890349009390158,0.9403689997829923,-0.05818123181183621,0.3289095779892306,-0.24343621894881573,2.150226949546767
0.3292412104703115,-0.16834105234827068,0.37115616232611126,0.16769712933544123,0.7767018881115726,0.35096310018239896,-0.6276167891859268,0.10309383752859302,0.2355086423919781,-0.6105116982470657,-0.9418006870334681
-0.9204195264196215,-0.019908766220996243,-0.6070110523796672,0.888116670686645,-0.3019990828304986,-0.9903172855714149,0.27026359809261624,0.9414588600721319,0.36740156249772227,-0.6915973149729289,-2.2602795642145095
0.01382955852514356,-0.719377062718876,0.37019691585689585,0.4089372528942523,-0.11298719749332942,0.210511084399013,-0.7864837564154952,-0.6691873725274602,0.4778266751660196,-0.6734881986094752,-1.422014225580953
-0.860488500334331,0.926877106744596,0.4450259022993046,-0.4449874386441963,-0.7630111351800972,-0.7053537357537758,0.9326855978288549,-0.5547609663241393,0.4197029836730384,-0.45014044017096366,-13.293806133966815
0.08561497427835008,-0.5993678603069814,-0.4997199642607997,0.5401330000579962,-0.7978838133548489,0.7890598031467142,-0.8012020935541619,-0.07100793038579267,-0.5387799594056082,-0.2629059735999464,-12.930697381913173
0.39436650566323017,-0.2595027352561792,0.10894742585431416,0.09699060807477777,0.13528432225152964,-0.5105125799737575,-0.5650005244690739,-0.9757358793728161,0.7978588062957694,-0.6386489863950122,-1.7170733697835716
-0.08676926391764828,-0.2647830110543701,0.8871333465334466,-0.2567431495635166,-0.105602592122235,0.5125273491872695,-0.9906032248802306,-0.10328348559619638,-0.2576570124778301,-0.006321377770826642,9.467876546121179
-0.8383470095629866,0.3133960190347107,-0.6505692302205839,-0.942921228482013,-0.5430907419848188,0.6444982445336462,-0.0699828740122379,0.1949913588062584,-0.8517342753908077,0.6588163698532021,-4.738856144256575
-0.8184674008425497,-0.2902585156462332,-0.6205646360721866,0.19893074754607443,-0.053401502999709693,0.7348112265559577,-0.19990914877734056,0.675687055487312,0.1573596033184088,-0.8028540561339537,-1.3175699571656059
0.41488654717043016,0.37483692248030076,-0.16786818525916636,-0.6210003988975086,-0.9403351861863014,0.5030260119904006,-0.017520592618280872,-0.3973421102454815,0.2042562150827607,-0.9247541777244737,-3.4015244471913597
