x1,x2,x3,x4,y1,y2,y3,y4
0.602320527371135,0.8075603049764376,-0.23903030930151595,-1.328611820116304,0.6635770168600391,1.2485327166789877,-0.8028232116384898,-1.360854098585206
0.9488736866948502,1.0563868400284766,-0.25073497033792985,0.5360765849472144,1.2571742828167705,2.5625105400654973,0.5026367815602445,-0.18622519649902458
-1.5936165283050634,-0.3406602269968911,-0.4092210675861267,-1.1146339488241066,-1.4610279994011068,-3.197547503267131,-1.604646891527799,-1.2559889902627168
-0.11177027838710363,-0.34305194663417005,-1.0127554187026733,1.0790993605608907,0.1654624660208297,-0.4025485807325274,0.44566432788718774,-1.9511128935397937
1.613282573437818,0.8676847131851351,0.13941158303621007,-0.5011561011827647,2.533747103156345,2.1509997515146644,-0.6158748970322058,-0.050465728990826186
-0.648063329373544,-0.4673731260705889,0.37138315492466556,1.2176245088158903,-0.8190439810404107,-1.0494837622406947,0.6545708930120219,0.6853470431410108
1.0518214133860881,-1.2869627183144876,0.12221738873119992,-2.198560826646325,-0.6703423279821181,1.6578413714625677,-1.5357509039411705,0.39079657271722595
0.09139954293382672,1.0461457588476677,-0.6114502441304488,1.081460487932592,1.4766251702304038,-0.20140911833537803,0.32715554587102846,-1.4212038394513662
-1.1686577039066077,-0.6401523382784565,0.4694023909087664,-0.052987870377272324,-1.617052138950027,-2.300669037966965,1.1820849692546394,1.007664684143397
1.005570544183859,0.016384341279578264,-0.619563926296631,-0.6166325958265129,0.5056439298828542,2.2608930717912648,-0.6824603300839728,-0.4667242314640465
-0.015395252096777412,-0.780564922862662,-1.3329156249886032,-0.16050944975082562,-1.0750489184446772,-0.21484715301160134,-0.9962469406145713,-2.6734959724757323
0.7452747090621143,0.755535044328738,-0.9544188095430934,-0.4242606307237428,0.8363692765383374,2.404274389787657,-1.7642405010995228,-1.788195422767189
-0.8222614716692319,0.6795263772733141,0.25210837907066325,1.8296226268275957,-0.7938268629912364,-1.5579408611392604,2.402019946860216,0.5420163912434887
